distance,temp,time
19,16.5,2199
8,,1057
3,27.3,778
6,24.8,822
8,,986
13,,1918
8,,1250
5,,658
12,16.3,1522
8,27.3,3033
6,23.7,2985
16,23,4448
12,27.6,1244
8,24.1,945
8,,729
2,,450
4,25.2,640
22,25.6,3766
15,,2152
11,,1018
9,15.7,1340
5,23.1,1679
16,,1396
5,23.7,1001
7,25,2379
4,28.5,724
6,24.7,1568
20,27.6,2032
1,,549
9,23.9,3370
10,19,1751
10,22.4,1658
5,26.2,1272
9,22.8,3079
17,20.5,2464
11,,2
6,25.3,854
12,30.8,1575
4,,1018
11,21,2104
5,24.2,725
11,,916
5,,1015
3,26.6,1241
20,,3059
8,20.8,1760
3,18,533
8,18.3,884
4,20.8,716
2,17.8,669
7,,788
2,23.9,1039
14,20.9,1337
1,,294
8,,2089
7,28.1,1991
2,19.2,854
6,,1385
20,22.4,4888
10,28.5,1473
9,23.8,1093
23,24.6,2694
4,,1478
6,19.9,2440
2,21.5,1129
10,26.1,1054
4,20.5,53
8,25.8,745
18,19.9,3749
12,26.6,2843
3,29.9,495
6,,2364
5,22.7,1130
9,,1087
6,25.4,1200
7,22,1158
12,26.6,1683
4,24.6,2948
11,19.2,1292
4,16.5,666
4,20.7,805
7,,1131
2,20.3,261
6,20.6,821
8,20,919
15,25.7,1887
17,,2004
5,,892
4,22.8,749
8,23.6,835
9,20.1,568
17,22.9,2115
7,,2772
13,27.9,1246
5,25.9,908
6,19.5,895
8,23.1,1458
10,,2378
5,21.9,912
4,15.2,387
15,22.4,2022
11,19.7,1652
5,,848
8,,1424
7,30.6,1112
20,,1632
4,29.5,1178
11,24.9,5
5,23.5,913
5,29.2,750
5,,411
6,24.4,2253
1,24.9,552
22,,3125
5,,1027
20,19.2,1436
4,18.1,817
12,24.8,4082
11,28.1,1978
10,22.9,2177
9,15.4,1646
8,25,1357
13,21.6,1359
17,,4484
4,,611
7,21.5,764
5,15.2,1960
8,,4071
17,25.1,2631
5,22.2,1411
10,20.9,1027
24,23.2,2370
18,29.4,3086
18,27.2,4108
2,,365
15,,2188
4,21.5,1133
4,18.6,886
8,24.1,1184
6,13.7,1170
9,26.3,1762
5,,3
7,,927
11,15.2,1839
2,26.3,1142
3,26.4,433
8,24.6,1110
9,25.7,1653
20,,3
5,,637
11,22.6,859
4,21.2,691
10,20.9,1181
7,25.8,1364
6,23.5,551
8,22,948
9,30.1,915
12,25.6,2192
7,21.7,1186
10,19.8,2299
17,,1862
9,22.5,1228
3,25.3,1611
8,,1169
6,28,1116
4,,2102
16,14.8,3638
6,,1074
8,,1166
7,15.5,1333
5,26.7,1482
8,17.6,1144
8,17.6,1216
27,19.1,4006
21,21.9,2718
4,27.3,796
9,24.9,1721
11,20.5,2298
9,21.5,1565
10,19.3,2126
3,17.9,784
4,,665
5,,2587
18,19.8,2375
4,,823
12,19.1,1630
10,,1546
15,25.9,3769
9,18.5,1145
15,24.1,2061
4,23.8,336
19,,2435
14,19,1921
9,21.2,14
5,18.3,1148
13,20.3,1838
5,16.6,845
5,27.3,568
5,21.1,1466
7,27.1,849
7,,1303
4,,5
9,,884
8,25.7,1529
9,,2170
19,17.8,1978
7,22.6,1819
14,23.7,2180
2,20.5,486
16,20.2,3107
17,27.3,3046
7,19,1229
5,22.6,2
20,22.3,2438
12,28.5,122
21,23.1,2620
19,20.9,2035
10,27.3,978
4,21.5,713
14,20.9,1590
4,,959
2,,513
8,22.8,1283
8,15.9,1055
7,19.9,4354
7,,1044
8,,1451
4,22.1,569
9,28.1,911
18,28.6,2025
19,,1994
21,22.6,2972
11,21.4,1507
6,,3209
13,,378
14,24.4,1704
5,22.9,1123
5,23.5,1602
10,29.1,3642
18,25.6,3287
8,20.2,744
10,24.2,1336
6,20,1063
5,29.7,828
13,23.7,2110
11,18.3,1200
4,15,762
5,16.4,452
13,26.2,1782
4,28.7,29
17,22.4,1787
30,25.1,6706
13,22.5,2342
19,15.5,1512
6,20.9,906
2,27.4,873
7,22.5,2861
6,30.7,640
10,,1251
8,,2157
7,29.4,2230
8,18.6,3936
3,24.4,527
21,25.6,2325
5,,454
18,18.7,1750
4,,647
7,24.8,1021
13,22.3,1572
15,25.3,1809
14,18.6,1635
5,19.4,1092
6,27.2,1262
10,18.2,1559
6,20.8,503
19,25.6,2701
8,19.5,3499
5,25.7,613
8,,933
6,28.2,1052
13,17.6,3786
16,18.7,1406
8,23.5,1121
4,24.7,4428
2,22.1,603
12,22.9,1693
16,19,3436
6,26.7,64
15,25,2730
8,18.8,1518
8,25.6,784
8,21.5,1614
18,,2122
20,19.5,2642
13,25.3,2143
5,20.8,983
5,26.6,705
3,26.3,290
13,28.7,1730
13,28.7,1508
11,21.5,1754
21,30,3435
12,27.7,4185
3,29,194
10,21.5,1093
3,20.6,1827
17,25.7,2176
6,25.4,932
4,20.5,346
18,25.5,2490
6,22.3,1045
5,26.7,8
15,20.7,3376
12,25.3,4288
14,14.4,1536
4,,218
9,24.9,2331
7,22.7,923
8,22.2,1369
6,21.8,1360
9,19.1,803
9,27.9,1291
6,27.9,3835
2,20.6,18
2,19.2,404
8,19.1,1260
6,24.1,1006
6,16.8,1457
7,22.3,1198
5,,606
4,24.9,1293
8,24.7,2704
5,20.1,1379
8,,1404
6,16.9,624
30,,2398
11,23.8,1165
15,26.3,2853
17,25,1905
5,,933
6,,1363
28,18.4,3245
2,19.2,4
22,,4105
19,22.4,2141
4,15.9,628
12,25,430
16,22.1,2538
5,20.4,558
15,,1643
8,,884
8,18.9,2022
3,,480
16,24.9,3517
8,24.1,1496
5,17.9,1948
5,22.5,2548
15,25.5,2159
4,24.7,1076
4,,547
16,,1975
14,23.4,1430
9,22.3,294
9,23.9,1823
8,,1146
16,27,1823
7,18.8,1331
7,28.3,1056
8,26.6,1455
4,,640
16,,1589
8,,1522
9,20.4,1280
8,20.4,858
5,26.5,1289
16,25,2640
15,19.2,1956
20,,1664
5,22.1,879
3,,923
3,21.4,1097
4,23.5,549
8,20.8,631
9,,1198
17,21.6,3529
8,18.4,2671
16,24.8,1932
10,27.2,6
8,22.3,1171
5,27.4,793
3,15.4,555
9,27.2,1713
11,13.2,1519
6,27,1519
6,20.4,1617
4,28.8,685
21,,1904
7,21.3,707
14,31,1532
9,26.6,2
2,18.5,300
4,24.6,1078
4,22.8,675
19,23.2,2327
20,,2557
6,26.8,1337
8,27.8,1080
10,22.6,2029
17,19.3,1950
4,26.3,1345
6,23.8,1362
16,30.4,15
8,25.6,1283
14,22.2,1671
8,28.6,1659
9,,1503
11,27.5,3
14,21.5,3813
9,,2765
8,21.6,1332
3,23.7,939
14,18.2,1872
4,,899
8,24.5,1864
4,22.6,658
13,23.3,1480
13,,1479
3,28.3,967
5,26,1142
18,27.6,2005
10,23.2,1514
5,17.8,667
8,19.2,1233
14,27.4,2157
3,,2035
4,26.7,649
4,20.9,1081
8,24.3,1237
8,27.5,1206
2,27.5,8
7,29.4,2675
8,27.3,1433
10,17.8,1014
2,23.7,581
9,19.8,1784
10,21.9,928
18,16.2,3194
5,28,1659
2,14.8,663
20,16.4,2535
18,22.4,2176
8,27.6,1253
19,,2821
12,25.3,1377
6,,3515
14,19.7,2098
22,25.3,2515
2,,394
12,18.6,2654
7,17,1755
16,22.2,1372
10,,3621
2,25.2,271
7,,3187
20,21.5,2155
7,,1006
7,28,2352
5,21.8,1470
3,27.1,4
7,,1092
24,22.4,4770
1,27.1,456
11,24.8,1619
7,26.4,686
8,23.3,2026
3,24.7,536
8,,665
7,,1177
6,26,811
27,23.2,3360
5,29.9,728
26,20.4,3161
11,27.2,152
10,23.7,1439
6,21.2,1000
10,,1292
5,,642
20,,1725
4,23.1,2718
13,27.2,1719
5,24.8,1157
3,28.2,1042
7,,4041
15,,2303
16,32.1,3916
5,27.4,787
9,24.8,2118
2,22.2,2
15,24.3,1608
11,22.1,1466
10,25.1,1912
20,22.2,2161
24,26.3,3354
8,19,811
8,28.2,2513
7,,1185
24,21.6,4556
7,25.7,1235
4,23.6,802
9,23.7,1128
4,27.2,1043
13,,1814
6,27.6,712
16,,2207
6,,748
5,22.4,1109
5,22.3,947
14,26.9,2108
4,,1219
9,27.5,2662
9,,2395
7,16.4,1030
18,21.7,3252
6,21.8,1543
13,24.1,1078
25,14.8,2225
11,,725
5,25.1,2302
11,28.9,1617
5,24,1345
8,,3325
8,,2436
9,20.3,1195
12,25.2,11
6,17.8,585
4,21.6,259
9,23.8,3
12,,812
9,29.3,1198
30,20.7,3288
7,18.7,1288
3,19.2,618
21,,3710
1,28.4,533
12,,958
13,24.8,1391
6,29,1476
11,22.7,1896
10,24.4,2508
20,27.1,2574
9,18.5,1408
8,18.5,981
12,24.4,2201
8,27.3,3261
9,17.3,380
7,22.2,1340
5,,1650
8,,1268
14,18.7,1824
12,24.7,2136
8,,3353
4,,1778
8,21.2,4814
4,28.8,954
8,19,1612
15,,1935
6,29.3,2073
7,20.5,706
9,,1148
5,25.3,1048
10,23.8,1482
12,,1363
2,19.2,296
28,27.6,4197
3,27.7,145
8,22.3,772
3,,2505
22,26.9,2923
5,24.5,1
5,21,873
17,25.3,2139
7,19.4,1312
3,29.8,771
13,22.8,2250
9,,577
7,,947
7,,1673
5,18.1,871
6,27.3,751
19,23,1676
2,18.6,5
6,16.6,2819
9,,1533
6,26.6,982
10,21.6,2021
22,,3373
9,21.3,1486
3,28.5,8
7,27.4,1205
8,23.9,1701
21,25.8,3489
7,,916
4,,568
8,18.6,771
5,21.8,671
3,19.2,477
10,25.2,1521
3,27.6,3
10,21.8,1820
9,19.2,1307
13,23.1,1818
20,21.4,2064
2,24.7,378
3,,310
12,23.6,1610
7,26.5,1719
7,18.2,2629
4,19.7,1094
4,,679
23,,3474
5,,1710
7,26.8,2635
11,15.6,1053
17,,1703
9,,23
13,18,1449
4,19.8,731
1,,87
14,23.6,1813
4,20.9,623
14,,2227
8,28.2,1127
11,27.9,2
8,,1236
7,24,1653
5,24.9,765
9,,1985
4,24.6,1784
3,,9
7,19,1048
12,23.9,973
7,17.8,1555
7,23.2,884
7,,1120
5,25.7,1412
29,,1208
2,20,1212
11,15.2,3228
9,24,1379
1,27.3,358
5,27.4,830
13,25.3,1532
20,24.2,2139
6,21.6,1204
6,22.5,730
6,24.2,907
19,25.3,1545
11,21.5,2076
12,19.1,1789
22,24.7,2300
5,21.1,1357
9,26.7,1078
8,23.2,913
9,25.6,5585
9,27.7,1409
8,25.2,2531
9,,1680
9,,1567
17,22.6,1472
6,22.2,1019
7,,3285
17,17.2,2344
1,,595
7,17.8,1043
7,19.1,1159
10,,1668
11,25.5,958
20,19.7,4440
8,,1112
7,31.8,2089
5,23,1768
11,,1141
6,20.7,663
9,20.5,1616
7,23.8,543
9,,1201
6,,893
8,,1270
6,21.1,2250
10,27.5,2283
4,21.8,583
7,24.3,6
22,26.2,1730
6,16,1392
8,22.2,948
7,27.3,2256
8,27.1,7
6,23.3,1153
8,27.1,1704
5,22.2,1013
5,21.9,1275
9,28.4,1072
19,22.8,1729
8,22.4,1116
5,18.9,1203
14,27.7,1235
10,20.6,1886
4,20.8,773
8,25.2,1063
6,,915
10,17.6,774
28,27.9,2802
7,,811
16,19.4,1273
4,21.1,440
18,19.4,1436
9,21.6,1087
18,,2671
14,24.8,1810
8,24.4,3448
3,,315
5,,2965
17,,2531
8,24.6,1475
24,26.1,1416
2,18.2,330
4,22.3,546
11,21,1110
6,21.4,2024
6,23.6,1418
4,22.8,986
8,20.3,1085
5,29.4,701
6,26,2106
8,26.4,1186
17,27.6,1612
2,18.6,976
14,28.6,3875
18,16.3,3346
12,17.6,1916
1,20.5,390
22,23.2,2339
10,26.5,2139
7,28.3,744
4,14.3,2236
15,26,1674
9,28.2,2440
14,,12
15,24.8,2261
10,22.1,1419
8,27.2,1111
2,22.5,391
5,19.9,513
16,15.3,3141
8,27.1,893
5,,1499
5,24.9,868
5,27.5,647
6,,855
12,,1404
14,25,4184
3,16.4,479
15,25.8,2226
8,24.5,1211
4,23.1,779
8,15.5,853
15,,2094
4,21.6,672
13,,2510
7,23.4,1091
8,22.8,1041
15,27.6,4117
8,26.6,1298
10,22.7,1416
8,,3081
16,,2938
5,23.5,1724
5,20.3,491
18,,2949
14,,2765
11,16,1416
6,21.1,874
6,23.4,1162
3,,351
10,18.9,1389
4,25.6,596
14,27.5,2176
22,25.6,1848
18,,2308
13,27.3,4309
14,23.3,1862
20,26.2,1827
6,15.5,920
9,24.8,756
4,25.6,484
9,25,2472
10,19.3,3813
16,,2345
10,26.9,2435
3,23,353
5,,863
11,16.7,1391
15,25.2,1204
12,20.8,1642
6,30.9,2134
4,20.4,109
11,25.7,2082
15,26,1837
1,22.9,489
22,25.6,2613
12,18.8,1088
18,,2089
3,,1323
6,26.4,1266
13,23.5,1843
2,,378
15,,2808
3,23.5,386
7,,1578
15,20.9,1621
5,,1282
7,,2265
7,18.5,955
5,20.7,2428
12,,2673
13,23,1213
6,18.6,1077
5,25.3,1184
14,22.4,1845
8,22.3,1054
2,,580
8,22,58
28,26.2,4035
1,24.8,483
3,19.2,473
2,24.1,9
13,20.7,1295
3,23.6,3107
18,20.4,2887
11,22.1,1175
8,22.8,2564
6,24.6,944
7,,1019
17,23.7,1534
6,,724
8,,1996
6,,1285
6,17.8,1260
5,20,996
16,17.9,2368
4,27.4,1711
11,,3587
8,22.1,1467
12,25,1697
6,26.1,953
4,24.8,1169
20,25.1,3260
3,20.3,468
15,26,2849
1,,2
8,31.2,1062
6,,938
22,25.6,2206
5,22,489
3,25.1,521
4,20.2,2045
12,,1711
13,,446
12,24.9,1607
7,16.3,585
4,17.8,1028
5,26.2,948
10,18.3,1730
10,20.9,2050
17,,1689
5,18.5,1211
8,27.4,25
3,30.1,512
11,,1275
9,,3215
8,20.8,652
7,15,2636
13,25.4,3660
18,24.3,3645
7,28,812
10,22.3,3271
8,25.5,988
10,24.5,1686
19,26.4,3409
9,23.1,935
7,25.5,329
14,31.2,2
10,19.7,1451
13,21.2,1934
2,24,650
7,30.2,1354
11,18.6,963
7,22.4,1177
19,28.3,2315
5,22.4,1219
9,22.3,1795
14,21.4,3902
11,14.7,1051
15,21.9,2231
15,24.1,2039
16,17,1498
6,23.8,638
6,,1416
13,25.1,1528
17,18.9,1795
17,,2427
6,22,737
13,25.6,2025
22,21.1,2098
20,18.2,2142
6,26.1,4298
6,19,835
7,24.8,3416
7,21.5,1397
11,24.8,1170
6,27.5,845
4,23.8,665
5,21.4,1613
6,25.4,1009
7,18.7,1024
17,22.4,2758
17,24.5,1867
3,,304
11,21.5,986
6,23.8,806
31,22.5,2791
19,21.1,1168
12,28.7,941
13,22.6,1410
4,,720
7,13.2,785
7,,1583
14,17.2,2269
10,20.2,940
6,,1548
5,,939
11,19.2,2936
7,20.3,144
22,22.6,2417
13,,1685
15,21.8,1537
7,21,1576
8,26.1,919
3,20.8,146
11,24,1015
11,14.8,1252
9,22.7,1261
10,,2056
4,25.9,555
12,26.4,1325
13,,1221
8,,2275
14,18.3,1953
16,23.5,1394
6,,1971
13,24.1,2418
16,,1474
2,21.1,887
4,24,613
3,26.5,5
21,27.8,1982
10,28.5,1336
6,26.1,1760
2,21.5,490
11,,1233
9,14.7,1172
9,26.1,3744
1,,768
3,24.5,11
9,25.9,1550
5,29.5,924
6,21.8,1121
6,25.4,944
5,20.2,1414
3,22.4,527
4,,501
6,24.3,1436
4,18.3,1671
14,23.7,2626
20,24.4,1968
5,21.1,579
4,14.8,824
5,24.2,769
6,,716
12,21.6,2431
9,22.3,1830
16,,1971
5,28,370
2,27.7,683
16,23.6,2193
10,24,1424
2,18.1,321
3,25.8,578
13,20.8,1153
5,,554
8,20.9,1024
6,,769
5,27.1,1955
17,24.4,3426
16,23.7,2356
17,13.7,2606
5,,1227
8,,1318
8,,842
7,27.7,3070
2,22.7,113
6,20,1446
15,24.9,2341
20,19.7,3240
9,24.9,1640
6,26.9,621
2,20.9,293
4,22.5,651
5,26.4,907
7,25.1,1455
9,28.6,854
3,21.5,771
5,23.4,2003
8,14.5,1757
5,27.7,1339
8,29.6,2489
9,22.4,1032
8,25.8,1901
12,19.8,1316
5,16.2,987
5,18.2,1593
4,27.2,825
28,19.7,3944
4,19.7,506
9,21.5,830
17,23.6,1579
14,17.1,2726
2,,234
10,24.7,2134
5,25,5816
8,27.5,1539
8,24.5,1052
1,22.3,654
11,,1219
4,15.3,1046
9,,1761
13,20,2258
23,,3123
12,27,2965
10,28.3,2196
16,25.8,953
9,27.4,3201
9,28.7,917
5,19.8,2171
19,,3063
16,23.2,3814
16,27.5,3659
6,23.1,959
23,,2503
7,,1041
6,,650
11,27.3,1377
11,20,4
5,,885
3,19.4,1004
5,20.3,816
5,25.2,830
14,18.8,2170
6,21.3,585
9,16.3,2356
9,,1199
7,21.2,1634
20,17,2504
6,31.2,1905
9,22.9,1127
8,28.5,1522
24,,2263
6,14.4,1243
11,21.9,1343
9,24.3,2352
2,,501
3,24.9,175
4,22.8,739
3,19.8,498
24,,2224
10,20.9,2650
7,29.6,1678
4,23.2,5
8,23.2,1
5,,546
11,17.9,1749
13,20.1,1441
13,24.7,2189
6,25.3,738
15,22.8,1831
23,26.7,4006
19,31.2,3454
9,19.7,1613
7,28.3,1147
7,20.3,217
7,24,1099
4,26.9,733
7,21.3,965
17,19.5,869
7,20.5,900
14,31,1951
2,21.8,403
16,27.7,2617
15,19.3,5422
5,15.3,769
12,,1471
2,21.7,598
8,23.4,6452
4,25.4,841
10,22.3,1324
7,23.8,1222
8,24.6,1500
1,23.6,509
14,27.2,2340
7,,965
11,26.1,1427
7,22.6,819
9,21.8,2335
8,20,2656
5,19.2,622
16,22,2279
7,26.5,874
5,27.7,2493
11,,1575
15,,3340
20,24.8,2461
19,22.1,2404
11,24.4,6373
26,28.8,2630
10,22.1,917
5,23.8,942
17,,4242
6,18.1,122
15,26,47
2,,4
13,20.7,1661
5,27.1,4479
4,23.6,547
14,29.6,1874
17,21.4,4040
14,23.3,1691
11,20.1,2
5,24.7,832
11,19.9,1662
5,,1198
8,21.7,1450
4,23.6,2
4,30.3,659
13,,1472
6,,1334
6,28.5,2432
15,19.1,1846
13,20.1,2364
9,22.4,1328
14,19.6,1584
11,22,1212
3,18.8,886
1,21.3,438
7,22,3162
8,24.8,869
5,29.2,983
6,26.4,1402
4,23.7,1051
3,27.3,1040
9,27.8,810
11,,1807
6,15.3,680
17,23.9,1961
2,21,896
8,17.7,1447
23,,4373
7,24.7,1431
8,27.4,1291
3,22.4,597
3,,419
13,18.5,1174
9,16.1,2242
10,27.3,1624
6,23.2,1177
17,23,3790
14,20.8,1813
8,27,1040
16,24.9,1863
7,,617
18,28,2790
10,24.3,3050
7,23.2,1130
23,22.6,2762
3,23,987
5,19.2,1487
7,22.4,1394
8,,2331
5,23.5,599
8,18.4,715
3,20.3,487
4,23.7,1310
12,23.4,1204
7,26.8,56
8,22.9,1015
15,,1949
8,23.2,1203
16,24.6,2944
5,22.8,984
34,19.2,2370
6,23.6,1115
3,24.6,560
12,25.5,3168
6,,1163
3,23.7,1325
4,27.3,1279
14,,1727
19,21.2,2100
9,,1493
14,,2553
2,19.7,309
6,19.7,2003
11,23.2,3286
14,28.2,2233
7,,2
1,,251
5,28.3,1464
2,18.5,456
10,25.1,1291
8,,3360
9,25.2,1851
1,24.3,650
12,28.2,1551
10,23.7,957
26,19.2,3481
18,,1651
19,,1673
8,26.2,1265
2,24,346
9,19.5,902
8,22.1,1821
18,24.4,1787
4,,986
4,,1235
3,25.8,570
13,22.4,1711
12,18.1,1839
5,25,3111
8,,1408
7,24.1,942
7,24.6,1046
9,,2373
1,,15
4,20.2,541
15,25,1497
24,18.5,2995
16,18.4,1569
20,23.2,1553
8,24.3,1495
25,,2441
3,26.3,601
13,26.1,1546
25,27.9,3757
12,24,1484
8,22.3,2786
20,21.4,1681
6,,10
7,27.9,1723
10,19.8,1099
8,22.4,770
8,18.8,3972
6,29.9,819
14,25.2,2070
1,27.8,1935
15,24.3,3395
8,,1820
23,27.9,1985
16,20.8,4175
8,17.3,708
5,28.2,650
6,24.8,3606
14,27.6,1358
16,,1933
15,22.9,1476
19,,1898
30,18.4,3114
7,18.7,900
5,24.1,2041
3,24.6,3730
14,,1300
7,21.2,494
17,22.1,3174
21,25.6,2778
8,,1361
13,24.9,1429
11,27,1109
4,19.2,508
8,20.9,1735
20,,3
4,19.7,588
12,26,1605
11,27.3,4843
12,,1914
3,24.4,316
4,23.5,832
15,23.8,1314
9,26.7,1778
28,24.9,3313
10,30.1,2031
10,,1630
20,25.2,3614
6,20,701
5,14.9,2088
13,25.6,1190
7,29.5,1058
16,20.6,4538
14,,1780
11,,1407
5,21.5,786
11,16.5,1442
20,25.9,2627
8,26.3,862
14,23.9,2199
21,,3002
18,25.7,1479
3,,670
9,27.8,976
4,28.6,558
2,,545
9,,1086
9,29.6,1742
10,25.1,1681
8,25.4,1239
19,19.9,1391
16,26.8,323
36,28.6,2820
4,22.5,448
13,28,2645
7,27.5,938
8,23.3,1083
4,21.8,1410
11,27.4,2699
13,29.4,2390
20,17.5,2699
14,23.1,1677
5,,627
13,27.4,1922
8,16.8,2182
16,26.4,2717
17,,1702
7,22.7,643
5,19.3,1106
7,23.5,788
10,23.1,1238
15,16.3,3451
5,16.5,717
19,27.2,1678
2,25.1,589
6,17.5,904
7,21,2163
15,,1574
18,24.5,3955
5,,685
14,16.8,1699
17,24,1582
13,21.7,1449
8,28,10
5,25.6,1468
17,22.7,3653
7,25.1,1627
11,24.9,1478
2,21.8,315
8,17.8,1153
7,,1294
14,24.5,2
7,,1032
14,26.6,2889
14,19.3,1936
28,25.7,3559
14,20.7,1460
8,,2375
3,18.3,442
2,24.8,381
5,27,718
6,27.8,1092
14,21.6,1702
8,24.9,1839
15,20.3,2310
9,,1366
11,23.7,1466
3,,2130
21,22.9,2470
12,26.8,1481
8,18.2,2328
5,21.2,2314
8,,1311
21,,4244
7,19.8,1028
4,25.4,757
14,19.2,3807
12,21.2,2072
17,21,2500
9,18.9,1352
7,27.7,1873
9,24.2,982
4,21.7,683
19,23.8,2365
8,24.4,2135
16,25.4,3786
13,31,1404
7,24.2,662
19,20.6,1866
7,23.3,1334
4,,1954
5,24.8,925
3,18.9,1050
18,19.3,2497
14,21.2,2525
17,28.1,2541
9,23.6,2
12,24.3,1251
11,25.1,2328
9,30.5,1058
6,,1476
6,25.1,703
15,26,2007
21,,2
8,24.6,372
17,28.2,2098
9,15.4,1639
9,,1092
16,19.2,1550
14,19,1727
3,22.2,607
5,22.6,982
13,,1604
7,29.5,1427
3,25.1,1073
2,26.8,502
14,24.9,1699
12,26.9,938
9,,605
15,26.8,2206
22,18.9,2889
7,22.1,1190
16,24.8,1483
4,27.4,202
3,23.8,8
18,26.7,1543
13,21,1350
11,20.9,1600
12,25.7,1796
9,,662
10,16.9,1500
6,22.6,949
4,27.4,69
8,19.9,1281
14,27.5,2
5,25.1,1041
10,26.2,1764
9,24.9,1340
4,22.8,1061
11,27.2,2367
5,,769
26,21.5,3444
4,21.7,682
5,28.5,1510
16,28.9,2946
10,,4916
2,29.9,1028
17,,2099
7,16.7,1221
17,24.9,1816
4,25.1,658
20,27.2,2241
7,,649
13,22.1,1524
5,27.1,1657
14,23.6,3127
15,28,2839
4,18.7,564
5,,1075
14,,2043
1,21.4,491
13,21.4,1737
6,,540
14,,2102
9,20.4,1437
2,17.3,451
12,28.1,1418
4,27.5,393
8,,1321
8,23.2,1455
5,16.4,610
13,26.5,3159
8,25.6,1202
10,28.4,1527
5,21.6,696
12,27.2,1546
11,27.3,1744
4,16.2,754
3,23.4,11
12,22.2,1526
10,19.8,1730
22,18.3,2455
5,20.2,941
2,18.6,499
12,24,2938
13,19.8,1572
3,,917
11,18,1045
8,18.8,1467
4,,745
14,17.5,1513
9,21.8,1215
2,,512
5,18.7,1006
8,22,671
8,28.4,1797
4,23.3,744
7,21.3,1123
7,23.3,856
3,23.7,444
9,28.1,2212
5,26.1,459
21,25.5,4573
5,25,615
11,29.1,1207
14,29.3,1330
8,21.2,1756
21,20.4,2768
1,,7
16,18.1,1199
3,,797
5,31.9,864
9,19,1505
5,23.1,753
2,22.6,455
6,27.3,566
18,28.6,1962
5,26.9,1989
7,23.3,847
5,,727
6,17.6,1038
4,19.4,401
18,24.5,2379
10,24.2,2121
12,20.2,1414
5,24.7,1919
14,23.2,1734
3,,516
23,18.6,4721
15,23.9,2258
5,22.9,1118
5,19.9,511
22,26.4,1342
6,22.3,1039
15,16.6,1917
8,27.2,863
16,25.2,3110
10,20.1,1044
9,28.1,1482
5,25.8,834
11,24.6,1630
4,,2054
7,26.1,975
2,22.5,83
5,22,1491
17,27.7,1958
7,,862
6,26.6,923
3,22.4,769
5,,4382
15,22.7,1313
4,19.5,64
10,22.5,1412
5,21.6,2261
12,17.8,1949
6,14.8,1582
2,,501
4,26.1,1207
11,22.8,1278
6,24.1,2311
9,,1093
5,,669
5,21.1,958
2,,590
13,22,1370
4,27.7,1060
4,26,494
7,18.2,1268
5,14.9,1785
3,26.6,1160
6,28.9,986
21,24.5,2294
15,25.9,2018
7,24.2,2424
5,23.1,1006
12,,1781
9,25,688
10,,1683
7,21.5,2285
28,,2780
11,23.7,1451
14,20.1,1506
14,23.8,668
15,,1148
13,20,1480
15,20.5,4736
1,25.2,4
8,27.5,1063
9,27,1007
8,26.1,1280
5,,947
5,27.4,445
8,25.3,1005
24,17.9,1645
5,,5
3,27,1068
7,26.2,1490
11,19.2,817
5,27.1,864
10,18.5,1814
14,27.6,1652
5,28.2,1405
18,28,3278
9,,1381
21,31.2,2412
9,27.9,2509
8,20.2,825
8,,1169
9,19.4,680
16,24.2,226
2,15.1,390
20,,1870
19,20.7,4606
7,,849
11,,2006
3,23,429
4,,729
11,27.7,1103
6,17.7,815
8,27.1,1695
12,28.1,2847
7,24.7,1718
8,25.9,958
10,19.6,1639
5,29.8,1242
10,30.6,2142
1,25.3,1
10,,1385
23,24.3,4335
11,23.3,1553
8,26.5,1642
4,22.5,3543
14,,198
4,29.4,827
9,26.5,1727
7,24.4,3162
5,17.8,1923
4,,878
6,20.8,672
11,24,456
6,20.8,1129
8,29.2,1552
10,22,2918
2,20,618
2,,887
11,19.8,1742
15,25.2,7491
6,21,803
3,,382
6,14.1,1026
4,22.6,1759
6,22.8,838
5,19.5,935
9,,2073
9,31,1549
12,,1842
4,15.7,814
15,22.6,2515
20,21.1,2460
4,19.5,1104
11,23.2,1591
4,23.4,593
4,22.6,1223
7,21.9,890
7,20,881
9,18,1146
16,31,1424
17,21.7,1891
4,18.6,442
9,28.2,3036
8,16.3,1294
16,,3155
4,24.4,556
2,27.4,270
4,27.6,416
18,23,1756
4,26.3,4
16,19.2,1754
10,14.4,3899
19,15.3,3385
4,16.7,525
5,17.4,1259
10,26.5,1800
7,18.4,1829
15,,3529
9,27.9,1366
2,22.3,513
5,,1005
11,20.1,1546
11,20.9,1196
6,,1560
7,28,396
4,28.7,588
14,18.7,1812
5,20.6,778
7,29.2,1761
5,,1217
15,14.9,2092
6,17.2,507
2,,405
10,,1172
8,22.6,1225
3,,1100
5,24.4,1850
8,18.1,2062
7,26.5,1333
7,,1860
14,27.6,2352
7,,1759
10,26,890
22,,2111
21,22.9,2868
11,21.8,1394
10,21,1044
7,24.6,1562
16,,627
1,28.4,152
7,19.5,899
9,30.5,1160
15,24.9,2207
11,19.7,2123
15,19.1,5419
9,,852
9,24.4,1149
8,,1414
7,22.2,993
13,20.3,1895
17,25.4,2009
17,14.8,2050
1,19.2,2836
4,21.9,1097
1,24.6,349
6,22.6,14
4,26.6,823
7,,1479
6,15.1,774
16,27.7,1505
9,,2562
6,26.8,1017
13,,1746
5,22.6,956
1,27.5,588
3,26.5,1128
10,,1730
14,,1195
